"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 05- 18","36,194,000","36,721,000","36,881,000","35,806,000","0.40K","-1.44%"
"2023- 05- 17","36,721,000","36,386,000","36,858,000","35,920,000","0.31K","0.92%"
"2023- 05- 16","36,386,000","36,616,000","36,760,000","36,296,000","0.31K","-0.65%"
"2023- 05- 15","36,624,000","36,386,000","37,200,000","36,200,000","0.24K","0.62%"
"2023- 05- 14","36,400,000","36,365,000","36,711,000","36,194,000","0.20K","0.10%"
"2023- 05- 13","36,363,000","36,310,000","36,636,000","36,135,000","0.21K","0.15%"
"2023- 05- 12","36,310,000","36,358,000","36,527,000","35,220,000","0.46K","-0.13%"
"2023- 05- 11","36,357,000","37,017,000","37,164,000","36,221,000","0.57K","-1.81%"
"2023- 05- 10","37,026,000","37,151,000","37,950,000","36,547,000","0.71K","-0.36%"
"2023- 05- 09","37,159,000","37,230,000","37,500,000","36,788,000","0.34K","-0.19%"
"2023- 05- 08","37,230,000","38,148,000","38,349,000","36,809,000","0.72K","-2.41%"
"2023- 05- 07","38,149,000","38,631,000","38,929,000","38,124,000","0.24K","-1.25%"
"2023- 05- 06","38,631,000","39,098,000","39,450,000","38,151,000","0.45K","-1.18%"
"2023- 05- 05","39,091,000","38,559,000","39,358,000","38,535,000","0.48K","1.40%"
"2023- 05- 04","38,553,000","38,724,000","39,107,000","38,327,000","0.27K","-0.44%"
"2023- 05- 03","38,724,000","38,387,000","39,067,000","37,772,000","0.67K","0.88%"
"2023- 05- 02","38,387,000","37,746,000","38,717,000","37,427,000","0.49K","1.70%"
"2023- 05- 01","37,746,000","39,195,000","39,322,000","37,320,000","0.77K","-3.64%"
"2023- 04- 30","39,173,000","38,957,000","39,825,000","38,791,000","0.65K","0.55%"
"2023- 04- 29","38,959,000","39,077,000","39,231,000","38,791,000","0.25K","-0.30%"
"2023- 04- 28","39,077,000","39,297,000","39,453,000","38,683,000","0.28K","-0.52%"
"2023- 04- 27","39,283,000","38,022,000","39,735,000","37,980,000","0.79K","3.32%"
"2023- 04- 26","38,021,000","37,885,000","39,825,000","36,798,000","1.31K","0.36%"
"2023- 04- 25","37,885,000","36,768,000","38,047,000","36,323,000","0.79K","3.01%"
"2023- 04- 24","36,779,000","36,797,000","37,251,000","36,170,000","0.38K","-0.05%"
"2023- 04- 23","36,799,000","37,206,000","37,217,000","36,530,000","0.38K","-1.14%"
"2023- 04- 22","37,222,000","36,308,000","37,322,000","36,077,000","0.55K","2.52%"
"2023- 04- 21","36,308,000","37,612,000","37,760,000","36,075,000","1.04K","-3.45%"
"2023- 04- 20","37,607,000","38,289,000","38,558,000","37,348,000","0.77K","-1.85%"
"2023- 04- 19","38,316,000","39,594,000","39,695,000","38,185,000","0.60K","-3.23%"
"2023- 04- 18","39,595,000","38,706,000","39,880,000","38,267,000","0.46K","2.30%"
"2023- 04- 17","38,706,000","39,584,000","39,605,000","38,504,000","0.34K","-2.25%"
"2023- 04- 16","39,595,000","39,831,000","39,850,000","39,569,000","0.31K","-0.59%"
"2023- 04- 15","39,832,000","39,829,000","40,038,000","39,759,000","0.30K","0.03%"
"2023- 04- 14","39,819,000","39,916,000","40,322,000","39,500,000","0.66K","-0.26%"
"2023- 04- 13","39,924,000","39,686,000","40,166,000","39,664,000","0.48K","0.58%"
"2023- 04- 12","39,694,000","40,000,000","40,500,000","39,557,000","0.72K","-0.77%"
"2023- 04- 11","40,000,000","38,945,000","40,267,000","38,911,000","0.41K","2.71%"
"2023- 04- 10","38,944,000","37,342,000","39,118,000","37,224,000","1.08K","4.28%"
"2023- 04- 09","37,345,000","37,086,000","37,570,000","36,870,000","0.43K","0.70%"
"2023- 04- 08","37,086,000","36,987,000","37,195,000","36,900,000","0.43K","0.29%"
"2023- 04- 07","36,980,000","37,080,000","37,189,000","36,858,000","0.21K","-0.27%"
"2023- 04- 06","37,080,000","37,143,000","37,231,000","36,756,000","0.36K","-0.16%"
"2023- 04- 05","37,139,000","37,165,000","37,786,000","36,944,000","0.51K","-0.07%"
"2023- 04- 04","37,165,000","36,809,000","37,508,000","36,661,000","0.38K","0.99%"
"2023- 04- 03","36,801,000","37,263,000","37,770,000","36,390,000","0.82K","-1.23%"
"2023- 04- 02","37,261,000","37,580,000","37,713,000","37,000,000","0.54K","-0.87%"
"2023- 04- 01","37,587,000","37,530,000","37,941,000","37,425,000","0.42K","0.15%"
"2023- 03- 31","37,530,000","37,155,000","37,746,000","36,561,000","0.48K","0.99%"
"2023- 03- 30","37,161,000","37,389,000","38,380,000","36,770,000","0.68K","-0.61%"
"2023- 03- 29","37,389,000","36,014,000","37,729,000","36,003,000","0.54K","3.83%"
"2023- 03- 28","36,009,000","36,112,000","36,161,000","35,265,000","0.75K","-0.28%"
"2023- 03- 27","36,110,000","37,159,000","37,244,000","35,500,000","1.04K","-2.82%"
"2023- 03- 26","37,159,000","36,726,000","37,352,000","36,619,000","0.49K","1.21%"
"2023- 03- 25","36,715,000","36,731,000","36,940,000","36,444,000","0.58K","-0.05%"
"2023- 03- 24","36,735,000","37,268,000","37,532,000","36,288,000","1.04K","-1.42%"
"2023- 03- 23","37,263,000","36,348,000","37,552,000","35,918,000","1.17K","2.53%"
"2023- 03- 22","36,343,000","37,202,000","38,377,000","35,606,000","2.26K","-2.31%"
"2023- 03- 21","37,204,000","37,251,000","37,603,000","36,503,000","0.99K","-0.17%"
"2023- 03- 20","37,267,000","37,266,000","37,800,000","36,248,000","1.36K","0.02%"
"2023- 03- 19","37,258,000","35,738,000","37,503,000","35,682,000","1.82K","4.25%"
"2023- 03- 18","35,739,000","36,156,000","36,616,000","35,551,000","1.32K","-1.13%"
"2023- 03- 17","36,149,000","33,282,000","36,659,000","33,241,000","1.87K","8.60%"
"2023- 03- 16","33,287,000","32,514,000","33,421,000","32,280,000","0.99K","2.33%"
"2023- 03- 15","32,529,000","32,475,000","33,406,000","32,000,000","1.62K","0.12%"
"2023- 03- 14","32,490,000","31,677,000","34,353,000","31,541,000","2.32K","2.59%"
"2023- 03- 13","31,671,000","29,194,000","32,000,000","28,910,000","2.02K","8.57%"
"2023- 03- 12","29,172,000","27,714,000","29,245,000","27,253,000","2.01K","5.27%"
"2023- 03- 11","27,711,000","27,333,000","28,021,000","26,867,000","0.58K","1.38%"
"2023- 03- 10","27,333,000","27,545,000","27,554,000","26,656,000","1.07K","-0.79%"
"2023- 03- 09","27,550,000","28,997,000","29,140,000","27,344,000","2.10K","-4.98%"
"2023- 03- 08","28,995,000","29,514,000","29,598,000","28,972,000","0.59K","-1.78%"
"2023- 03- 07","29,521,000","29,746,000","29,972,000","29,230,000","0.92K","-0.76%"
"2023- 03- 06","29,746,000","29,985,000","30,057,000","29,635,000","0.40K","-0.79%"
"2023- 03- 05","29,982,000","29,820,000","30,096,000","29,623,000","0.28K","0.55%"
"2023- 03- 04","29,818,000","29,693,000","29,907,000","29,664,000","0.48K","0.44%"
"2023- 03- 03","29,687,000","31,096,000","31,175,000","29,492,000","0.52K","-4.53%"
"2023- 03- 02","31,096,000","31,109,000","31,250,000","30,808,000","0.19K","-0.04%"
"2023- 03- 01","31,109,000","30,979,000","31,574,000","30,767,000","0.16K","0.42%"
"2023- 02- 28","30,979,000","31,241,000","31,290,000","30,871,000","0.29K","-0.84%"
"2023- 02- 27","31,242,000","31,261,000","31,628,000","30,857,000","0.42K","-0.06%"
"2023- 02- 26","31,261,000","30,943,000","31,369,000","30,675,000","0.42K","1.03%"
"2023- 02- 25","30,943,000","30,840,000","30,960,000","30,321,000","0.39K","0.33%"
"2023- 02- 24","30,840,000","31,358,000","31,457,000","30,518,000","0.83K","-1.65%"
"2023- 02- 23","31,357,000","31,629,000","31,969,000","30,946,000","0.51K","-0.89%"
"2023- 02- 22","31,640,000","31,760,000","31,846,000","30,874,000","0.79K","-0.38%"
"2023- 02- 21","31,760,000","31,920,000","32,514,000","31,495,000","0.69K","-0.50%"
"2023- 02- 20","31,921,000","31,458,000","32,190,000","31,030,000","0.42K","1.47%"
"2023- 02- 19","31,458,000","31,764,000","32,342,000","31,410,000","0.75K","-0.96%"
"2023- 02- 18","31,764,000","31,622,000","32,000,000","31,506,000","0.25K","0.45%"
"2023- 02- 17","31,622,000","30,391,000","32,099,000","30,249,000","1.15K","3.96%"
"2023- 02- 16","30,417,000","31,166,000","32,420,000","30,357,000","1.65K","-2.42%"
"2023- 02- 15","31,171,000","28,797,000","31,368,000","28,595,000","1.72K","8.24%"
"2023- 02- 14","28,797,000","28,308,000","28,828,000","27,972,000","1.26K","1.71%"
"2023- 02- 13","28,314,000","28,263,000","28,367,000","27,904,000","0.77K","0.17%"
"2023- 02- 12","28,265,000","28,356,000","28,489,000","28,192,000","0.77K","-0.31%"
"2023- 02- 11","28,353,000","28,125,000","28,353,000","28,074,000","0.60K","0.80%"
"2023- 02- 10","28,128,000","28,157,000","28,339,000","27,880,000","0.86K","-0.11%"
"2023- 02- 09","28,158,000","29,283,000","29,372,000","28,130,000","1.48K","-3.85%"
"2023- 02- 08","29,284,000","29,417,000","29,561,000","28,956,000","0.89K","-0.45%"
"2023- 02- 07","29,417,000","29,230,000","29,535,000","28,987,000","0.99K","0.66%"
"2023- 02- 06","29,224,000","28,978,000","29,400,000","28,650,000","0.89K","0.86%"
"2023- 02- 05","28,974,000","29,412,000","29,542,000","28,955,000","0.51K","-1.48%"
"2023- 02- 04","29,410,000","29,431,000","29,634,000","29,345,000","0.59K","-0.07%"
"2023- 02- 03","29,430,000","29,632,000","29,736,000","29,267,000","0.78K","-0.51%"
"2023- 02- 02","29,580,000","29,623,000","30,210,000","29,500,000","1.21K","-0.13%"
"2023- 02- 01","29,619,000","29,058,000","29,755,000","28,638,000","1.48K","1.96%"
"2023- 01- 31","29,051,000","28,699,000","29,230,000","28,432,000","0.82K","1.22%"
"2023- 01- 30","28,702,000","29,664,000","29,739,000","28,347,000","1.08K","-3.26%"
"2023- 01- 29","29,668,000","29,061,000","29,898,000","28,993,000","1.09K","2.09%"
"2023- 01- 28","29,062,000","28,970,000","29,097,000","28,798,000","0.66K","0.32%"
"2023- 01- 27","28,970,000","28,927,000","29,331,000","28,455,000","1.14K","0.18%"
"2023- 01- 26","28,919,000","28,754,000","29,074,000","28,681,000","0.97K","0.57%"
"2023- 01- 25","28,755,000","28,354,000","29,508,000","28,024,000","1.54K","1.44%"
"2023- 01- 24","28,348,000","28,640,000","28,949,000","28,001,000","1.41K","-1.02%"
"2023- 01- 23","28,640,000","28,428,000","28,907,000","28,302,000","1.17K","0.73%"
"2023- 01- 22","28,432,000","28,336,000","28,703,000","27,945,000","1.42K","0.34%"
"2023- 01- 21","28,336,000","28,010,000","29,034,000","27,725,000","1.31K","1.13%"
"2023- 01- 20","28,018,000","26,218,000","28,083,000","26,090,000","1.85K","6.88%"
"2023- 01- 19","26,215,000","25,734,000","26,302,000","25,720,000","0.94K","1.84%"
"2023- 01- 18","25,742,000","26,255,000","26,785,000","25,499,000","2.18K","-1.96%"
"2023- 01- 17","26,256,000","26,375,000","26,634,000","26,023,000","0.94K","-0.44%"
"2023- 01- 16","26,373,000","25,871,000","26,608,000","25,645,000","1.31K","1.92%"
"2023- 01- 15","25,876,000","25,913,000","26,009,000","25,450,000","1.15K","-0.14%"
"2023- 01- 14","25,913,000","24,831,000","26,194,000","24,795,000","0.95K","4.36%"
"2023- 01- 13","24,830,000","23,576,000","24,891,000","23,395,000","1.73K","5.30%"
"2023- 01- 12","23,580,000","22,480,000","23,900,000","22,415,000","1.44K","4.92%"
"2023- 01- 11","22,474,000","21,927,000","22,500,000","21,849,000","1.01K","2.49%"
"2023- 01- 10","21,929,000","21,661,000","21,967,000","21,574,000","0.76K","1.26%"
"2023- 01- 09","21,657,000","21,712,000","21,854,000","21,638,000","1.06K","-0.24%"
"2023- 01- 08","21,710,000","21,561,000","21,720,000","21,514,000","0.81K","0.69%"
"2023- 01- 07","21,561,000","21,505,000","21,576,000","21,485,000","0.60K","0.26%"
"2023- 01- 06","21,505,000","21,570,000","21,599,000","21,263,000","0.82K","-0.30%"
"2023- 01- 05","21,570,000","21,584,000","21,631,000","21,423,000","0.64K","-0.06%"
"2023- 01- 04","21,583,000","21,355,000","21,727,000","21,354,000","0.84K","1.07%"
"2023- 01- 03","21,355,000","21,195,000","21,444,000","21,175,000","0.70K","0.75%"
"2023- 01- 02","21,195,000","21,124,000","21,381,000","21,079,000","0.66K","0.33%"
"2023- 01- 01","21,126,000","21,075,000","21,169,000","21,022,000","0.54K","0.23%"
"2022- 12- 31","21,078,000","21,092,000","21,213,000","20,968,000","0.58K","-0.07%"
"2022- 12- 30","21,092,000","21,200,000","21,207,000","20,748,000","0.66K","-0.50%"
"2022- 12- 29","21,198,000","21,048,000","21,289,000","20,904,000","0.70K","0.70%"
"2022- 12- 28","21,051,000","21,325,000","21,372,000","21,000,000","0.82K","-1.29%"
"2022- 12- 27","21,326,000","21,683,000","21,728,000","21,243,000","0.66K","-1.64%"
"2022- 12- 26","21,682,000","21,824,000","21,831,000","21,571,000","0.63K","-0.66%"
"2022- 12- 25","21,825,000","21,945,000","21,961,000","21,760,000","0.59K","-0.53%"
"2022- 12- 24","21,942,000","21,851,000","21,997,000","21,849,000","0.54K","0.43%"
"2022- 12- 23","21,849,000","21,878,000","21,999,000","21,749,000","0.60K","-0.13%"
"2022- 12- 22","21,878,000","21,917,000","21,969,000","21,642,000","0.93K","-0.18%"
"2022- 12- 21","21,917,000","22,008,000","22,057,000","21,850,000","0.71K","-0.43%"
"2022- 12- 20","22,012,000","21,645,000","22,200,000","21,577,000","0.75K","1.69%"
"2022- 12- 19","21,647,000","22,220,000","22,243,000","21,526,000","1.27K","-2.63%"
"2022- 12- 18","22,232,000","22,247,000","22,300,000","22,129,000","0.12K","-0.07%"
"2022- 12- 17","22,248,000","22,240,000","22,365,000","21,976,000","0.72K","0.06%"
"2022- 12- 16","22,234,000","22,954,000","23,009,000","22,127,000","1.40K","-3.12%"
"2022- 12- 15","22,950,000","23,262,000","23,368,000","22,865,000","0.89K","-1.32%"
"2022- 12- 14","23,256,000","23,167,000","23,908,000","23,152,000","1.37K","0.36%"
"2022- 12- 13","23,172,000","22,833,000","23,516,000","22,562,000","0.99K","1.48%"
"2022- 12- 12","22,835,000","22,770,000","22,873,000","22,475,000","0.74K","0.28%"
"2022- 12- 11","22,772,000","22,826,000","22,903,000","22,751,000","0.69K","-0.25%"
"2022- 12- 10","22,828,000","22,854,000","22,918,000","22,809,000","0.68K","-0.11%"
"2022- 12- 09","22,854,000","22,905,000","23,000,000","22,737,000","0.73K","-0.23%"
"2022- 12- 08","22,907,000","22,540,000","22,994,000","22,467,000","0.93K","1.64%"
"2022- 12- 07","22,538,000","22,821,000","22,882,000","22,385,000","0.71K","-1.24%"
"2022- 12- 06","22,821,000","22,736,000","22,866,000","22,695,000","0.79K","0.35%"
"2022- 12- 05","22,741,000","22,913,000","23,149,000","22,686,000","0.97K","-0.79%"
"2022- 12- 04","22,923,000","22,827,000","23,006,000","22,752,000","0.73K","0.42%"
"2022- 12- 03","22,827,000","22,883,000","22,962,000","22,739,000","0.66K","-0.24%"
"2022- 12- 02","22,883,000","23,006,000","23,041,000","22,633,000","0.69K","-0.54%"
"2022- 12- 01","23,008,000","23,216,000","23,315,000","22,872,000","0.93K","-0.90%"
"2022- 11- 30","23,217,000","22,416,000","23,284,000","22,402,000","1.35K","3.59%"
"2022- 11- 29","22,413,000","22,319,000","22,588,000","22,150,000","0.90K","0.42%"
"2022- 11- 28","22,319,000","22,646,000","22,682,000","22,161,000","1.23K","-1.46%"
"2022- 11- 27","22,650,000","22,664,000","22,780,000","22,602,000","2.17K","-0.06%"
"2022- 11- 26","22,664,000","22,673,000","22,877,000","22,600,000","1.34K","-0.04%"
"2022- 11- 25","22,673,000","22,716,000","22,814,000","22,328,000","0.72K","-0.18%"
"2022- 11- 24","22,715,000","22,951,000","23,196,000","22,567,000","0.87K","-1.06%"
"2022- 11- 23","22,959,000","22,550,000","23,100,000","22,489,000","0.94K","1.81%"
"2022- 11- 22","22,550,000","22,193,000","22,698,000","21,999,000","0.58K","1.59%"
"2022- 11- 21","22,198,000","22,775,000","22,812,000","21,896,000","1.09K","-2.53%"
"2022- 11- 20","22,775,000","23,051,000","23,088,000","22,650,000","0.53K","-1.20%"
"2022- 11- 19","23,051,000","22,989,000","23,157,000","22,955,000","0.26K","0.22%"
"2022- 11- 18","23,001,000","23,085,000","23,127,000","22,869,000","0.39K","0.43%"
"2022- 11- 17","22,903,000","22,979,000","23,019,000","22,584,000","0.48K","0.40%"
"2022- 11- 16","22,811,000","22,990,000","23,133,000","22,535,000","0.53K","-0.78%"
"2022- 11- 15","22,990,000","22,680,000","23,202,000","22,528,000","0.76K","1.37%"
"2022- 11- 14","22,679,000","22,475,000","23,427,000","21,533,000","0.99K","0.90%"
"2022- 11- 13","22,476,000","23,355,000","23,486,000","22,458,000","1.36K","-3.76%"
"2022- 11- 12","23,355,000","23,668,000","23,769,000","23,077,000","0.44K","-1.29%"
"2022- 11- 11","23,661,000","24,783,000","24,938,000","22,936,000","1.19K","-4.50%"
"2022- 11- 10","24,776,000","22,960,000","25,137,000","22,840,000","1.98K","8.04%"
"2022- 11- 09","22,932,000","26,645,000","26,813,000","22,500,000","4.43K","-13.94%"
"2022- 11- 08","26,645,000","28,982,000","29,024,000","26,000,000","3.92K","-8.06%"
"2022- 11- 07","28,982,000","29,454,000","29,676,000","28,810,000","0.78K","-1.61%"
"2022- 11- 06","29,455,000","29,775,000","29,872,000","29,429,000","0.61K","-1.05%"
"2022- 11- 05","29,768,000","29,393,000","29,922,000","29,335,000","0.41K","1.25%"
"2022- 11- 04","29,401,000","28,737,000","29,670,000","28,715,000","0.79K","2.31%"
"2022- 11- 03","28,737,000","28,670,000","28,874,000","28,475,000","0.42K","0.23%"
"2022- 11- 02","28,670,000","28,762,000","29,300,000","28,550,000","1.13K","-0.34%"
"2022- 11- 01","28,767,000","28,769,000","28,895,000","28,642,000","0.41K","-0.07%"
"2022- 10- 31","28,788,000","28,971,000","29,219,000","28,520,000","0.28K","-0.61%"
"2022- 10- 30","28,964,000","29,123,000","29,350,000","28,900,000","0.37K","-0.52%"
"2022- 10- 29","29,116,000","28,939,000","29,472,000","28,900,000","0.96K","0.61%"
"2022- 10- 28","28,940,000","28,572,000","29,167,000","28,340,000","0.61K","1.29%"
"2022- 10- 27","28,572,000","29,087,000","29,187,000","28,490,000","0.70K","-1.78%"
"2022- 10- 26","29,089,000","28,465,000","29,428,000","28,432,000","0.73K","2.19%"
"2022- 10- 25","28,465,000","27,775,000","28,861,000","27,610,000","1.67K","2.48%"
"2022- 10- 24","27,775,000","27,993,000","28,062,000","27,613,000","0.34K","-0.78%"
"2022- 10- 23","27,993,000","27,613,000","28,117,000","27,482,000","0.54K","1.38%"
"2022- 10- 22","27,612,000","27,592,000","27,681,000","27,540,000","0.12K","0.07%"
"2022- 10- 21","27,592,000","27,484,000","27,720,000","27,119,000","0.40K","0.39%"
"2022- 10- 20","27,484,000","27,646,000","27,787,000","27,379,000","0.61K","-0.59%"
"2022- 10- 19","27,646,000","27,790,000","27,807,000","27,528,000","0.25K","-0.52%"
"2022- 10- 18","27,791,000","28,023,000","28,160,000","27,518,000","0.46K","-0.83%"
"2022- 10- 17","28,023,000","27,680,000","28,170,000","27,482,000","0.37K","1.24%"
"2022- 10- 16","27,680,000","27,548,000","27,895,000","27,482,000","0.46K","0.48%"
"2022- 10- 15","27,548,000","27,652,000","27,708,000","27,441,000","0.40K","-0.38%"
"2022- 10- 14","27,652,000","27,787,000","28,546,000","27,496,000","0.56K","-0.54%"
"2022- 10- 13","27,802,000","27,459,000","28,051,000","26,400,000","1.06K","1.20%"
"2022- 10- 12","27,472,000","27,351,000","27,517,000","27,200,000","0.27K","0.43%"
"2022- 10- 11","27,354,000","27,429,000","27,685,000","27,120,000","0.45K","-0.27%"
"2022- 10- 10","27,429,000","27,677,000","27,819,000","27,358,000","0.54K","-0.89%"
"2022- 10- 09","27,676,000","27,753,000","27,884,000","27,615,000","0.37K","-0.28%"
"2022- 10- 08","27,753,000","27,789,000","27,924,000","27,602,000","0.34K","-0.15%"
"2022- 10- 07","27,795,000","28,421,000","28,524,000","27,637,000","0.74K","-2.20%"
"2022- 10- 06","28,421,000","28,715,000","28,908,000","28,295,000","0.62K","-1.02%"
"2022- 10- 05","28,715,000","28,985,000","29,040,000","28,304,000","0.67K","-0.92%"
"2022- 10- 04","28,982,000","28,289,000","29,092,000","28,131,000","0.66K","2.44%"
"2022- 10- 03","28,293,000","27,698,000","28,330,000","27,601,000","0.62K","2.19%"
"2022- 10- 02","27,687,000","27,890,000","27,972,000","27,500,000","0.56K","-0.73%"
"2022- 10- 01","27,890,000","27,937,000","28,014,000","27,700,000","0.35K","-0.17%"
"2022- 09- 30","27,937,000","27,996,000","28,835,000","27,600,000","1.01K","-0.20%"
"2022- 09- 29","27,993,000","27,946,000","28,242,000","27,250,000","0.99K","0.17%"
"2022- 09- 28","27,945,000","27,538,000","28,392,000","26,810,000","1.23K","1.46%"
"2022- 09- 27","27,542,000","27,610,000","29,098,000","27,127,000","1.66K","-0.25%"
